499,-49.3,1.7,4.63,1.23,0,0.31
500,-50,1.73,5.04,1.53,0,1.5
501,-50,1.37,5.01,1.3,0,1
502,-50,1.75,4.57,1.63,0,0.88
503,-49.4,1.7,4.35,1.43,0,0.88
504,-50.6,1.83,4.67,1.4,0,0.63
505,-51.5,1.58,4.71,1.68,0,1.06
506,-52.5,1.27,4.92,1.49,0,0.44
507,-52,1.94,4.82,1.56,0,0.5
508,-50.3,1.78,5.1,1.42,0,0.38
509,-48.4,1.29,4.69,1.35,0,4.38
510,-43.9,1.29,4.58,1.21,0,6.94
511,-42.4,1.27,4.53,1.04,0,8
512,-44.4,1.4,4.41,1.18,0,8
513,-44.3,1.68,4.52,1.19,0,6.19
514,-44.7,1.29,4.46,1.27,0,8
515,-42.6,1.48,4.48,1.03,0,8
516,-43.3,2.13,4.59,1.1,0,7.94
517,-44.2,1.29,4.4,1.13,0,7.25
518,-44.4,1.37,4.54,1.03,0,6
519,-45.8,1.27,4.34,1.18,0,5.38
520,-44,1.5,4.29,1.19,0,4.13
521,-46.3,1.48,3.98,1.22,0,3.56
522,-46.6,1.48,4.17,1.03,0,1.69
523,-50.4,1.5,3.86,1.33,0,1.63
524,-56.3,1.52,3.5,1.43,0,3.13
525,-56.9,1.6,3.68,1.65,0,2.44
526,-59.9,1.7,3.43,1.64,0,3.63
527,-60,1.45,3.28,1.46,0,6.13
528,-58.8,2.01,3.63,1.56,0,3.81
529,-59.2,1.54,3.38,1.64,0,4.56
530,-60.8,1.64,3.03,1.42,0,3.06
531,-60.5,1.52,3.08,1.42,0,3.44
532,-61.7,1.56,2.76,1.33,0,2.25
533,-63.1,1.92,2.39,1.13,0,3.75
534,-65.4,1.56,2.54,1.31,0,2.88
535,-67.5,1.45,2.71,1.36,0,1.38
536,-70.8,1.5,2.66,1.17,0,1.38
537,-74.7,1.85,2.62,1.18,0,0.25
538,-84.3,1.98,2.9,1.23,0,0.25
539,-100,3,4,1,0,0.25
540,-100,3,4,1,0,0.25
